"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","b2e7088f-22b3-44e4-9b81-366fa8fdfad3","","","","","","SQ6308081","Size","1000 x 1000","","","","","","","","","","","762.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d6c80066-dcc8-4f2c-95f6-0303d630b2ae","","","","","","SQ1452136","Size","1400 x 1400","","","","","","","","","","","1150.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9dd04fe8-dc58-46b9-9ed9-23f8b01424da","","","","","","SQ7274871","Size","1800 x 650","","","","","","","","","","","1061.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","76f7dc51-f316-4195-a185-3fc2e7edd9e0","","","","","","SQ5709626","Size","1800 x 900","","","","","","","","","","","1169.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fdc69d11-f0df-42e0-a1e2-cdec06a1bd1f","","","","","","SQ2466414","Size","2000 x 1000","","","","","","","","","","","1311.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","918a3991-9f31-484d-b107-a78059c6925e","","","","","","SQ0000073","Size","2000 x 1500","","","","","","","","","","","1493.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"616ffaf78dedf825f5374eb5","d8c10786-c870-4235-854d-1b758407d1ec","PHYSICAL","all","tewyn-oak-chestnut","TEWYN","<p class="""" style=""white-space:pre-wrap;"">A traditional table with a stylish twist, our Tewyn table is a one-off, show-stopping centrepiece, with carefully crafted clear resin frame legs that shows off the stunning raw wild live oak edge.</p><p class="""" style=""white-space:pre-wrap;"">Full of natural beauty and topped with a choice of chestnut or oak wood, both with beautiful grain patterns, our Tewyn range makes for wonderful kitchen and dining tables. </p><p class="""" style=""white-space:pre-wrap;"">The clear resin can have a colour added to it, to make translucent effect, solid colour or metal finish, (copper, iron, brass), which can also so be add to small splits or knot in the table top. Let us know if you’d like to add this customisation!</p>","SQ4162753","Finish","Wainy live edge","Table top finish","Oak","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","3135.00","0.00","No","1","/dining-tables/tewyn","Oak top, Chestnut top, Oak and resin frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634728722286-6GJ3VJTCS8PKDKMYR8CE/DSC_2435.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634728722162-3T1WU0Y5UCHUB7RL2OYY/DSC_2440.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634729515329-AA14XNP77OVVBWCKCQME/DSC_2426.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634730251360-AZ8IHI0BD822520K567N/DSC_2420.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634731240102-VQLRVN9TL8I30HPQYBCV/DSC_2415.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634733480695-J98Y2V2PO376UBPMNR4T/DSC_2318.jpg"
"","3d5fd5b9-2a4c-4ad8-b76b-f48ed562c9b4","","","","","","SQ1305781","Finish","Wainy live edge","Table top finish","Oak","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","3408.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","d00f4a84-f0b0-4208-9153-a98960309e90","","","","","","SQ4301471","Finish","Wainy live edge","Table top finish","Chestnut","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","1870.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","75074842-29d4-4d40-a179-98b46e278cdf","","","","","","SQ7877667","Finish","Wainy live edge","Table top finish","Chestnut","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","2101.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","8054c7e9-9c15-4fdb-9541-e67b6cd789f4","","","","","","SQ4993666","Finish","Straight edge","Table top finish","Oak","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","3135.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","17c6612c-52b4-45fa-bcf6-149b37a80f5f","","","","","","SQ2295190","Finish","Straight edge","Table top finish","Oak","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","3408.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","7e91df87-eae8-491e-9649-f55df8f9a0a0","","","","","","SQ2160990","Finish","Straight edge","Table top finish","Chestnut","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","1870.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","b84a6bdf-6660-4396-bf1b-0b30fd554137","","","","","","SQ7713613","Finish","Straight edge","Table top finish","Chestnut","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","2101.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","2bf46549-a99f-4ec3-93e7-2d045ccaf5ab","","","","","","SQ8067519","Finish","Straight edge burnt","Table top finish","Oak","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","3135.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","2daec5d6-d730-4a26-8f22-1d03b24527d3","","","","","","SQ9450869","Finish","Straight edge burnt","Table top finish","Oak","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","3408.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","ad250344-6aab-4e2c-aa03-626c430dcc84","","","","","","SQ9702119","Finish","Straight edge burnt","Table top finish","Chestnut","Size","4-6 seater | 1800 x 900 x 770mm","Table top thickness","52mm","","","","","1870.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"","0047db2d-d66e-4104-95c9-c951d70fef0e","","","","","","SQ9628503","Finish","Straight edge burnt","Table top finish","Chestnut","Size","6-8 seater | 2200 x 1100 x 770mm","Table top thickness","52mm","","","","","2101.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"61701d323ea8237983656fc8","01b775b5-1283-4f55-8b13-19c828d9e01e","PHYSICAL","all","tewyn-walnut","TEWYN","<p class="""" style=""white-space:pre-wrap;"">A traditional table with a stylish twist, our Tewyn table is a one-off, show-stopping centrepiece, with carefully crafted clear resin frame legs that shows off  the stunning raw wild live oak edge. </p><p class="""" style=""white-space:pre-wrap;"">Full of natural beauty and topped with a stunning polished chocolate brown walnut top, full of stunning grain patterns, the table top thickness ranges from 45-50mm. The clear resin can have a colour added to it, to make translucent effect, solid colour or metal finish, (copper, iron, brass) - let us know if you’d like to add this customisation! </p>","tewyn1002","","","","","","","","","","","","","0.00","0.00","No","1","/dining-tables/tewyn","Oak and resin frame, Walnut top, Made to order","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634737496311-8PWL5J9UV95IUE1BDCL1/DSC_2518.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634737495566-K3RODKNJ46MWAV3HUSMD/DSC_2525.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634740305622-SEQ5HBL5YFNKX16LP7YU/DSC_2521.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634737495404-0EEO2KDAFX2QDMDJFCHO/DSC_2524.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634738549863-5PQTWQV6GW55MD9KL9JJ/DSC_2508.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634739087888-GTDBQ4H0NXAEP7QNZ65W/DSC_2470.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634740311522-YIUF16UECCJFRLTRXZ93/DSC_2483.jpg"
"61714d5b69a2bc03bba9a360","02af0bf3-5081-46d1-8174-2cc3eb0b5339","PHYSICAL","all","tregithey","TREGITHEY","<p class="""" style=""white-space:pre-wrap;"">A repurposed cast iron frame forms the base for the Tregithey table which would make an excellent kitchen table or dining table. The table top in this photo is made from characterful chestnut, but you can also choose an oak finish - the wood soft and natural against the industrial cast iron metal.</p><p class="""" style=""white-space:pre-wrap;"">Handcrafted, this table range is a perfect example of utility meeting beauty. </p>","SQ9866950","Table top material","Oak","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2225.00","0.00","No","Unlimited","/dining-tables/tregithey","Oak top, Chestnut top, Oak and slate top, Metal frame","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634821454746-3VEV8WHKPL21YIHTI84E/DSC_2934.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634821450550-SFZNPNRH1PXHND60E454/DSC_2994.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634821454730-8PVZ1BXT12KNS6NPNLPQ/DSC_3000.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634822380412-GV5VKF4SZL34WARRXBUN/DSC_2946.jpg https://images.squarespace-cdn.com/content/v1/5feb103d7f7dad4366ee7d1e/1634823455349-QDOE91O72AAAHJI7DP3X/DSC_3001.jpg"
"","b0df903e-3d21-4ef5-b683-bf363d9d5d8e","","","","","","SQ2265422","Table top material","Oak","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","22cea4b6-cb36-4d23-8a9a-90df8c040cef","","","","","","SQ7291151","Table top material","Oak","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","269fa0e0-6748-41c8-9e78-51376648d138","","","","","","SQ1977302","Table top material","Oak","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","2413.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","dea4ccf2-a58e-4e3a-9186-1f5a9afa50ec","","","","","","SQ7657020","Table top material","Oak","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","2413.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","79cc429b-4b84-443c-a56d-5ebe854d13e0","","","","","","SQ8749183","Table top material","Oak","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","2413.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b8acc233-330d-4615-b9db-52ed639c43fa","","","","","","SQ3032856","Table top material","Oak","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","3223.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fb22b13e-c453-4f5d-8a33-a52bf73cc244","","","","","","SQ5438212","Table top material","Oak","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","3223.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","20901d35-1bb1-4199-b061-e6075c39c5c6","","","","","","SQ3615272","Table top material","Oak","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","3223.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3b6025e9-4081-40ed-8b41-776d010237de","","","","","","SQ4074160","Table top material","Oak","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5c530c23-4111-4282-a63f-655ccc80355c","","","","","","SQ0513114","Table top material","Oak","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8d14fec7-daad-45bb-b5c5-0307ac2da3a3","","","","","","SQ6428804","Table top material","Oak","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7b97089d-90ea-4f7e-893e-91931ead6ab2","","","","","","SQ8616823","Table top material","Oak","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5b6c5949-3e28-4659-8cd7-f83d3a88741b","","","","","","SQ8082933","Table top material","Oak","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9711d99e-0fca-4111-8c75-be24264aa8dd","","","","","","SQ4954530","Table top material","Oak","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9669f6ba-4c04-49da-9200-4790bc454934","","","","","","SQ6907157","Table top material","Oak","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c0efe05b-1899-414a-821d-fdf55b3df7cb","","","","","","SQ1069245","Table top material","Oak","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2a0aa71e-2eae-4300-a26a-09245b2f5a69","","","","","","SQ4698078","Table top material","Oak","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9f5bd6be-b50d-4b9c-9b2b-bf084cbccb22","","","","","","SQ5960032","Table top material","Oak","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","93a643b1-8985-4337-bf20-267b0d83a4e7","","","","","","SQ2498544","Table top material","Oak","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fa01914f-e413-42f8-b160-ff23c9dcb608","","","","","","SQ4328602","Table top material","Oak","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","060552f3-7096-4826-a5c2-554e5ca62f13","","","","","","SQ6999205","Table top material","Oak","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c9309d69-d644-49be-9e95-45a09529ae8b","","","","","","SQ1105389","Table top material","Oak","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9086d384-3a39-437e-8589-782bb8c78b74","","","","","","SQ5023616","Table top material","Oak","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1ca825b3-2948-48b6-b407-48451f490bdc","","","","","","SQ5589163","Table top material","Oak","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","4359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2bbf7896-48b0-4511-9f3e-1bfb223ea644","","","","","","SQ0293906","Table top material","Oak","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","4359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6fe4ed4f-bc3e-4754-b997-aef84061fa82","","","","","","SQ7673679","Table top material","Oak","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c4a67fd9-d079-42f9-8d90-c62869d4f9fa","","","","","","SQ1263898","Table top material","Chestnut","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","37a8eefb-6728-44ea-abc1-c135c168eb86","","","","","","SQ4223019","Table top material","Chestnut","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","a3eaddfe-cbae-4207-a204-568699bd0a22","","","","","","SQ4208795","Table top material","Chestnut","Table top thickness","40mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2225.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6a821dc5-7f73-4792-9f01-a35bb3dbf74e","","","","","","SQ9264132","Table top material","Chestnut","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","2414.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","288fe209-f6d3-4250-a6de-69d4d9a12ea1","","","","","","SQ9578193","Table top material","Chestnut","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","2414.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d8c35331-b318-41c7-b3c3-a0fb1741d70e","","","","","","SQ1217370","Table top material","Chestnut","Table top thickness","40mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","2414.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5ddf1865-c445-48d4-9810-faa8707ec160","","","","","","SQ3464605","Table top material","Chestnut","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","3224.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6c0165c6-ea94-447f-9f7a-c3c9e893917e","","","","","","SQ9576683","Table top material","Chestnut","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","3224.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","400957b9-7402-46ad-b3e3-aa9f2c85c341","","","","","","SQ2753983","Table top material","Chestnut","Table top thickness","40mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","3224.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","58ccb3c7-38eb-4cb8-bfc6-9578b8a5e642","","","","","","SQ6393818","Table top material","Chestnut","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","394c3d74-c9f4-4d25-af64-b42737289101","","","","","","SQ7744577","Table top material","Chestnut","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","684d4424-9a94-46b4-b3fd-2bae86545d7c","","","","","","SQ9498579","Table top material","Chestnut","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f772bb09-73c9-4fca-838f-8685ada510a7","","","","","","SQ9610674","Table top material","Chestnut","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ed19f660-f0f7-498a-86ad-93a8de6482a0","","","","","","SQ0215997","Table top material","Chestnut","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4ba10e0b-875d-424d-91c1-0cc1de7e38b6","","","","","","SQ7852571","Table top material","Chestnut","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","2632.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","0cb59b47-130d-49a5-8da5-3733673f87b2","","","","","","SQ7673223","Table top material","Chestnut","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2c94b103-18b3-4f09-a2e1-3309e4efe7ea","","","","","","SQ5530639","Table top material","Chestnut","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","a5e81ff1-c2f6-404a-953a-51cc93031741","","","","","","SQ0197015","Table top material","Chestnut","Table top thickness","52mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","3552.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4deefe75-7679-4abe-9fcf-ab44e3027ea2","","","","","","SQ4609100","Table top material","Chestnut","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5fe5b736-ed7a-4134-814d-9b7cb1b67aa8","","","","","","SQ9107214","Table top material","Chestnut","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","128df785-b75a-43be-8760-30bcdaac4862","","","","","","SQ7464236","Table top material","Chestnut","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge burnt","","","","","2709.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f8182437-f722-4ecf-b468-51ad0a0babff","","","","","","SQ5637682","Table top material","Chestnut","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","666b7cf8-a5f8-4ba8-b686-bf58450e5fdf","","","","","","SQ8523168","Table top material","Chestnut","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5dcbb57e-69f3-4106-9643-8d95ff2bb44f","","","","","","SQ0044857","Table top material","Chestnut","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge burnt","","","","","3209.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9ec0e33b-af62-48cb-a1b3-757eb5b9ec10","","","","","","SQ7715898","Table top material","Chestnut","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge","","","","","4359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","55ff0a24-d94d-4124-8265-eb0bef58518b","","","","","","SQ4170379","Table top material","Chestnut","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Straight edge burnt","","","","","4359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6830b5f0-f141-4f96-8f28-0a74b5c569b8","","","","","","SQ0271300","Table top material","Oak and Slate","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","3393.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1cba4ad1-6bf4-49b9-a297-3acf7433ad45","","","","","","SQ1110911","Table top material","Oak and Slate","Table top thickness","52mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","3393.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f737193a-afa7-4d90-9cb5-2bb7df8a9033","","","","","","SQ3685355","Table top material","Oak and Slate","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","3666.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b1861e02-ffdb-4405-bc79-85b6ac2da177","","","","","","SQ6529510","Table top material","Oak and Slate","Table top thickness","52mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","3666.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5450d7d5-1435-4264-84a7-26e82838cc3e","","","","","","SQ1525531","Table top material","Oak and Slate","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Live wainy edge","","","","","3823.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b05f7fa5-c7ba-4c68-9a84-e2f65326aa66","","","","","","SQ0052388","Table top material","Oak and Slate","Table top thickness","80mm","Size","4-6 seater | 1800 x 900 x 770mm","Table top finish","Straight edge","","","","","3823.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","95ad3799-2cc4-478c-b229-c1fb34265384","","","","","","SQ4971928","Table top material","Oak and Slate","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Live wainy edge","","","","","4323.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3696da6b-3793-45e9-a096-317c79511ce5","","","","","","SQ9183070","Table top material","Chestnut","Table top thickness","80mm","Size","10-12 seater | 3000 x 1200 x 770mm","Table top finish","Live wainy edge","","","","","4359.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e227d743-8943-4d93-b5df-72519f00e3fc","","","","","","SQ2165903","Table top material","Oak and Slate","Table top thickness","80mm","Size","6-8 seater | 2200 x 1100 x 770mm","Table top finish","Straight edge","","","","","4323.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
